Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
2,FivePoints,San Joaquin Valley,6/1/2018,1200,152,0.80, ,0.00, ,1010, ,1.1, ,23.7, ,37, ,8.2, ,4.0, ,355, ,20.6, 
2,FivePoints,San Joaquin Valley,6/1/2018,1300,152,0.81, ,0.00, ,1005, ,1.1, ,24.9, ,34, ,8.1, ,3.9, ,352, ,20.7, 
2,FivePoints,San Joaquin Valley,6/1/2018,1400,152,0.78, ,0.00, ,948, ,1.1, ,25.8, ,32, ,7.9, ,3.8, ,347, ,20.8, 
2,FivePoints,San Joaquin Valley,6/1/2018,1500,152,0.70, ,0.00, ,844, ,1.0, ,26.5, ,30, ,7.4, ,3.8, ,348, ,20.9, 
2,FivePoints,San Joaquin Valley,6/1/2018,1600,152,0.60, ,0.00, ,690, ,1.1, ,27.2, ,30, ,8.0, ,4.3, ,357, ,21.1, 
2,FivePoints,San Joaquin Valley,6/1/2018,1700,152,0.48, ,0.00, ,498, ,1.1, ,27.5, ,29, ,7.9, ,4.7, ,7, ,21.2, 
2,FivePoints,San Joaquin Valley,6/1/2018,1800,152,0.33, ,0.00, ,283, ,1.1, ,27.0, ,30, ,8.0, ,4.3, ,4, ,21.2, 
2,FivePoints,San Joaquin Valley,6/1/2018,1900,152,0.12, ,0.00, ,92, ,1.0, ,25.3, ,32, ,7.5, ,3.3, ,0, ,21.3, 
2,FivePoints,San Joaquin Valley,6/1/2018,2000,152,0.03, ,0.00, ,3, ,1.0, ,22.2, ,38, ,7.4, ,1.4, ,0, ,21.3, 
2,FivePoints,San Joaquin Valley,6/1/2018,2100,152,0.01, ,0.00, ,0, ,1.1, ,18.6, ,50, ,7.9, ,1.0, ,0, ,21.3, 
2,FivePoints,San Joaquin Valley,6/1/2018,2200,152,0.01, ,0.00, ,0, ,1.0, ,17.5, ,50, ,7.1, ,1.2, ,0, ,21.3, 
2,FivePoints,San Joaquin Valley,6/1/2018,2300,152,0.00, ,0.00, ,0, ,1.0, ,16.1, ,56, ,7.3, ,1.1, ,0,R,21.2, 
2,FivePoints,San Joaquin Valley,6/1/2018,2400,152,0.00, ,0.00, ,0, ,1.0, ,15.1, ,61, ,7.6, ,1.3, ,0,R,21.1, 
2,FivePoints,San Joaquin Valley,6/2/2018,0100,153,0.00, ,0.00, ,0, ,1.1, ,13.9, ,71, ,8.6, ,1.6, ,0,R,21.0, 
2,FivePoints,San Joaquin Valley,6/2/2018,0200,153,0.00, ,0.00, ,0, ,1.1, ,13.4, ,71, ,8.3, ,1.1, ,0,R,20.9, 
2,FivePoints,San Joaquin Valley,6/2/2018,0300,153,0.00, ,0.00, ,0, ,1.1, ,12.9, ,72, ,7.9, ,1.3, ,0,R,20.8, 
2,FivePoints,San Joaquin Valley,6/2/2018,0400,153,0.00, ,0.00, ,0, ,1.0, ,12.9, ,65, ,6.4, ,1.2, ,0,R,20.7, 
2,FivePoints,San Joaquin Valley,6/2/2018,0500,153,0.00, ,0.00, ,4, ,1.0, ,11.9, ,75, ,7.6, ,1.5, ,0,R,20.6, 
2,FivePoints,San Joaquin Valley,6/2/2018,0600,153,0.03, ,0.00, ,102, ,1.1, ,13.0, ,77, ,8.9, ,1.6, ,359, ,20.5, 
2,FivePoints,San Joaquin Valley,6/2/2018,0700,153,0.19, ,0.00, ,300, ,1.3, ,18.3, ,64, ,11.4, ,1.4, ,343, ,20.4, 
2,FivePoints,San Joaquin Valley,6/2/2018,0800,153,0.33, ,0.00, ,515, ,1.3, ,22.7, ,46, ,10.4, ,1.4, ,357, ,20.3, 
2,FivePoints,San Joaquin Valley,6/2/2018,0900,153,0.49, ,0.00, ,704, ,1.3, ,24.7, ,41, ,10.5, ,1.4, ,353, ,20.2, 
2,FivePoints,San Joaquin Valley,6/2/2018,1000,153,0.63, ,0.00, ,845, ,1.3, ,26.5, ,36, ,10.4, ,1.8, ,359, ,20.2, 
2,FivePoints,San Joaquin Valley,6/2/2018,1100,153,0.75, ,0.00, ,951, ,1.3, ,28.1, ,34, ,10.6, ,2.2, ,350, ,20.3, 
2,FivePoints,San Joaquin Valley,6/2/2018,1200,153,0.80, ,0.00, ,1000, ,1.3, ,29.6, ,31, ,10.9, ,2.0, ,351, ,20.4, 
2,FivePoints,San Joaquin Valley,6/2/2018,1300,153,0.82, ,0.00, ,996, ,1.4, ,30.7, ,31, ,11.8, ,2.3, ,354, ,20.6, 
2,FivePoints,San Joaquin Valley,6/2/2018,1400,153,0.78, ,0.00, ,925, ,1.4, ,31.9, ,29, ,11.7, ,2.5, ,354, ,20.8, 
2,FivePoints,San Joaquin Valley,6/2/2018,1500,153,0.70, ,0.00, ,834, ,1.4, ,33.0, ,27, ,11.4, ,2.3, ,358, ,21.0, 
2,FivePoints,San Joaquin Valley,6/2/2018,1600,153,0.62, ,0.00, ,681, ,1.4, ,33.5, ,27, ,11.9, ,3.4, ,351, ,21.2, 
2,FivePoints,San Joaquin Valley,6/2/2018,1700,153,0.51, ,0.00, ,489, ,1.4, ,33.1, ,29, ,12.5, ,4.2, ,349, ,21.4, 
2,FivePoints,San Joaquin Valley,6/2/2018,1800,153,0.34, ,0.00, ,273, ,1.5, ,32.4, ,30, ,12.6, ,3.7, ,351, ,21.6, 
2,FivePoints,San Joaquin Valley,6/2/2018,1900,153,0.13, ,0.00, ,87, ,1.4, ,30.8, ,32, ,12.3, ,2.8, ,353, ,21.6, 
2,FivePoints,San Joaquin Valley,6/2/2018,2000,153,0.04, ,0.00, ,3, ,1.5, ,27.2, ,41, ,12.6, ,1.2, ,354, ,21.7, 
2,FivePoints,San Joaquin Valley,6/2/2018,2100,153,0.03, ,0.00, ,0, ,1.3, ,24.3, ,42, ,10.7, ,1.2, ,354, ,21.7, 
2,FivePoints,San Joaquin Valley,6/2/2018,2200,153,0.02, ,0.00, ,0, ,1.4, ,22.3, ,51, ,11.6, ,1.5, ,354, ,21.7, 
2,FivePoints,San Joaquin Valley,6/2/2018,2300,153,0.01, ,0.00, ,0, ,1.5, ,19.7, ,66, ,13.1, ,1.8, ,355, ,21.6, 
2,FivePoints,San Joaquin Valley,6/2/2018,2400,153,0.01, ,0.00, ,0, ,1.5, ,19.7, ,64, ,12.7, ,1.9, ,355, ,21.5, 
2,FivePoints,San Joaquin Valley,6/3/2018,0100,154,0.00, ,0.00, ,0, ,1.5, ,18.7, ,68, ,12.8, ,1.8, ,356, ,21.5, 
2,FivePoints,San Joaquin Valley,6/3/2018,0200,154,0.00, ,0.00, ,0, ,1.4, ,17.7, ,69, ,12.0, ,2.1, ,356, ,21.4, 
2,FivePoints,San Joaquin Valley,6/3/2018,0300,154,0.00, ,0.00, ,0, ,1.3, ,16.6, ,69, ,10.9, ,1.4, ,356, ,21.3, 
2,FivePoints,San Joaquin Valley,6/3/2018,0400,154,0.00, ,0.00, ,0, ,1.3, ,16.0, ,70, ,10.5, ,1.0, ,356, ,21.2, 
2,FivePoints,San Joaquin Valley,6/3/2018,0500,154,0.00, ,0.00, ,5, ,1.3, ,14.8, ,74, ,10.3, ,0.9, ,356, ,21.1, 
2,FivePoints,San Joaquin Valley,6/3/2018,0600,154,0.03, ,0.00, ,104, ,1.3, ,15.9, ,73, ,11.2, ,1.3, ,357, ,21.0, 
2,FivePoints,San Joaquin Valley,6/3/2018,0700,154,0.20, ,0.00, ,301, ,1.5, ,21.3, ,59, ,12.8, ,1.0, ,357, ,20.9, 
2,FivePoints,San Joaquin Valley,6/3/2018,0800,154,0.35, ,0.00, ,514, ,1.6, ,25.7, ,48, ,13.8, ,1.5, ,355, ,20.8, 
2,FivePoints,San Joaquin Valley,6/3/2018,0900,154,0.53, ,0.00, ,703, ,1.6, ,28.7, ,41, ,14.2, ,1.9, ,355, ,20.8, 
2,FivePoints,San Joaquin Valley,6/3/2018,1000,154,0.67, ,0.00, ,850, ,1.5, ,31.2, ,34, ,13.4, ,1.6, ,356, ,20.8, 
2,FivePoints,San Joaquin Valley,6/3/2018,1100,154,0.77, ,0.00, ,936, ,1.4, ,33.0, ,28, ,12.3, ,1.7, ,357, ,20.9, 
2,FivePoints,San Joaquin Valley,6/3/2018,1200,154,0.86, ,0.00, ,1001, ,1.3, ,34.2, ,25, ,11.4, ,2.2, ,354, ,21.0, 
2,FivePoints,San Joaquin Valley,6/3/2018,1300,154,0.87, ,0.00, ,999, ,1.2, ,35.4, ,21, ,9.9, ,2.3, ,354, ,21.3, 
2,FivePoints,San Joaquin Valley,6/3/2018,1400,154,0.82, ,0.00, ,940, ,1.2, ,36.3, ,19, ,9.3, ,2.1, ,354, ,21.5, 
2,FivePoints,San Joaquin Valley,6/3/2018,1500,154,0.76, ,0.00, ,825, ,1.4, ,37.1, ,22, ,11.5, ,3.0, ,353, ,21.7, 
2,FivePoints,San Joaquin Valley,6/3/2018,1600,154,0.65, ,0.00, ,677, ,1.3, ,37.0, ,20, ,10.7, ,3.5, ,352, ,21.9, 
2,FivePoints,San Joaquin Valley,6/3/2018,1700,154,0.53, ,0.00, ,489, ,1.3, ,36.7, ,21, ,10.5, ,3.7, ,353, ,22.1, 
2,FivePoints,San Joaquin Valley,6/3/2018,1800,154,0.38, ,0.00, ,275, ,1.4, ,35.8, ,24, ,11.8, ,4.0, ,353, ,22.2, 
2,FivePoints,San Joaquin Valley,6/3/2018,1900,154,0.13, ,0.00, ,89, ,1.5, ,33.6, ,29, ,13.1, ,2.6, ,354, ,22.3, 
2,FivePoints,San Joaquin Valley,6/3/2018,2000,154,0.05, ,0.00, ,4, ,1.5, ,29.6, ,37, ,13.5, ,1.2, ,355, ,22.3, 
2,FivePoints,San Joaquin Valley,6/3/2018,2100,154,0.04, ,0.00, ,0, ,1.6, ,26.4, ,46, ,13.6, ,1.6, ,356, ,22.3, 
2,FivePoints,San Joaquin Valley,6/3/2018,2200,154,0.05, ,0.00, ,0, ,1.3, ,25.2, ,40, ,10.6, ,2.1, ,358, ,22.3, 
2,FivePoints,San Joaquin Valley,6/3/2018,2300,154,0.06, ,0.00, ,0, ,1.2, ,24.6, ,38, ,9.3, ,2.3, ,1, ,22.2, 
2,FivePoints,San Joaquin Valley,6/3/2018,2400,154,0.06, ,0.00, ,0, ,1.1, ,24.4, ,37, ,8.6, ,2.1, ,1, ,22.2, 
2,FivePoints,San Joaquin Valley,6/4/2018,0100,155,0.04, ,0.00, ,0, ,1.2, ,23.3, ,40, ,9.1, ,2.0, ,1, ,22.1, 
2,FivePoints,San Joaquin Valley,6/4/2018,0200,155,0.04, ,0.00, ,0, ,1.1, ,22.1, ,41, ,8.4, ,2.5, ,1, ,22.0, 
2,FivePoints,San Joaquin Valley,6/4/2018,0300,155,0.03, ,0.00, ,0, ,1.1, ,20.9, ,43, ,7.9, ,2.2, ,1, ,21.9, 
2,FivePoints,San Joaquin Valley,6/4/2018,0400,155,0.04, ,0.00, ,0, ,1.1, ,21.0, ,43, ,8.0, ,2.8, ,1, ,21.8, 
2,FivePoints,San Joaquin Valley,6/4/2018,0500,155,0.03, ,0.00, ,5, ,1.0, ,19.3, ,46, ,7.5, ,2.2, ,1, ,21.7, 
2,FivePoints,San Joaquin Valley,6/4/2018,0600,155,0.11, ,0.00, ,111, ,1.1, ,20.5, ,46, ,8.4, ,3.4, ,2, ,21.7, 
2,FivePoints,San Joaquin Valley,6/4/2018,0700,155,0.30, ,0.00, ,307, ,1.2, ,23.3, ,43, ,9.9, ,4.4, ,3, ,21.6, 
2,FivePoints,San Joaquin Valley,6/4/2018,0800,155,0.44, ,0.00, ,521, ,1.3, ,25.6, ,39, ,10.6, ,4.3, ,2, ,21.5, 
2,FivePoints,San Joaquin Valley,6/4/2018,0900,155,0.58, ,0.00, ,700, ,1.4, ,27.5, ,37, ,11.7, ,3.6, ,358, ,21.5, 
2,FivePoints,San Joaquin Valley,6/4/2018,1000,155,0.73, ,0.00, ,858, ,1.4, ,29.7, ,33, ,11.6, ,3.5, ,355, ,21.4, 
2,FivePoints,San Joaquin Valley,6/4/2018,1100,155,0.89, ,0.00, ,955, ,1.2, ,31.7, ,25, ,9.5, ,4.6, ,2, ,21.5, 
2,FivePoints,San Joaquin Valley,6/4/2018,1200,155,0.96, ,0.00, ,1002, ,1.2, ,32.8, ,24, ,9.9, ,4.9, ,1, ,21.5, 
2,FivePoints,San Joaquin Valley,6/4/2018,1300,155,0.94, ,0.00, ,994, ,1.3, ,33.9, ,24, ,10.5, ,4.4, ,360, ,21.6, 
2,FivePoints,San Joaquin Valley,6/4/2018,1400,155,0.89, ,0.00, ,921, ,1.3, ,34.7, ,24, ,10.9, ,4.4, ,357, ,21.7, 
2,FivePoints,San Joaquin Valley,6/4/2018,1500,155,0.83, ,0.00, ,830, ,1.3, ,35.2, ,22, ,10.3, ,4.7, ,360, ,21.8, 
2,FivePoints,San Joaquin Valley,6/4/2018,1600,155,0.68, ,0.00, ,678, ,1.3, ,35.3, ,22, ,10.5, ,4.4, ,358, ,21.9, 
2,FivePoints,San Joaquin Valley,6/4/2018,1700,155,0.57, ,0.00, ,488, ,1.3, ,34.5, ,24, ,10.7, ,4.9, ,358, ,22.0, 
2,FivePoints,San Joaquin Valley,6/4/2018,1800,155,0.40, ,0.00, ,281, ,1.2, ,33.3, ,24, ,10.0, ,4.8, ,358, ,22.1, 
2,FivePoints,San Joaquin Valley,6/4/2018,1900,155,0.24, ,0.00, ,89, ,1.1, ,31.2, ,25, ,8.7, ,5.1, ,5, ,22.2, 
2,FivePoints,San Joaquin Valley,6/4/2018,2000,155,0.15, ,0.00, ,3, ,0.9, ,28.1, ,23, ,5.2, ,4.5, ,5, ,22.2, 
2,FivePoints,San Joaquin Valley,6/4/2018,2100,155,0.13, ,0.00, ,0, ,0.7, ,25.6, ,21, ,1.5, ,4.0, ,3, ,22.2, 
2,FivePoints,San Joaquin Valley,6/4/2018,2200,155,0.11, ,0.00, ,0, ,0.7, ,23.8, ,23, ,1.5, ,3.7, ,2, ,22.2, 
2,FivePoints,San Joaquin Valley,6/4/2018,2300,155,0.10, ,0.00, ,0, ,0.9, ,23.1, ,32, ,5.5, ,4.1, ,3, ,22.1, 
2,FivePoints,San Joaquin Valley,6/4/2018,2400,155,0.10, ,0.00, ,0, ,0.9, ,22.1, ,36, ,6.2, ,4.3, ,3, ,22.0, 
2,FivePoints,San Joaquin Valley,6/5/2018,0100,156,0.05, ,0.00, ,0, ,0.9, ,19.7, ,39, ,5.2, ,3.2, ,0, ,22.0, 
2,FivePoints,San Joaquin Valley,6/5/2018,0200,156,0.06, ,0.00, ,0, ,0.8, ,18.8, ,38, ,4.3, ,3.5, ,0, ,21.9, 
2,FivePoints,San Joaquin Valley,6/5/2018,0300,156,0.05, ,0.00, ,0, ,0.7, ,18.0, ,33, ,1.3, ,3.1, ,0, ,21.8, 
2,FivePoints,San Joaquin Valley,6/5/2018,0400,156,0.05, ,0.00, ,0, ,0.5, ,16.9, ,27, ,-2.0, ,2.8, ,1, ,21.7, 
2,FivePoints,San Joaquin Valley,6/5/2018,0500,156,0.02, ,0.00, ,6, ,0.7, ,14.1, ,41, ,1.1, ,1.9, ,0, ,21.6, 
2,FivePoints,San Joaquin Valley,6/5/2018,0600,156,0.06, ,0.00, ,109, ,0.7, ,15.3, ,38, ,1.2, ,1.9, ,0, ,21.5, 
2,FivePoints,San Joaquin Valley,6/5/2018,0700,156,0.24, ,0.00, ,315, ,0.8, ,18.4, ,37, ,3.4, ,2.9, ,0, ,21.4, 
2,FivePoints,San Joaquin Valley,6/5/2018,0800,156,0.36, ,0.00, ,521, ,0.9, ,20.7, ,36, ,5.2, ,2.9, ,0, ,21.3, 
2,FivePoints,San Joaquin Valley,6/5/2018,0900,156,0.50, ,0.00, ,702, ,0.9, ,23.0, ,31, ,5.1, ,2.3, ,0, ,21.2, 
2,FivePoints,San Joaquin Valley,6/5/2018,1000,156,0.62, ,0.00, ,842, ,1.0, ,24.9, ,31, ,6.6, ,2.1, ,357, ,21.1, 
2,FivePoints,San Joaquin Valley,6/5/2018,1100,156,0.72, ,0.00, ,955, ,1.0, ,26.4, ,28, ,6.7, ,1.6, ,360, ,21.2, 
2,FivePoints,San Joaquin Valley,6/5/2018,1200,156,0.80, ,0.00, ,1002, ,1.0, ,27.8, ,26, ,6.7, ,2.3, ,355, ,21.2, 
2,FivePoints,San Joaquin Valley,6/5/2018,1300,156,0.79, ,0.00, ,986, ,0.9, ,29.1, ,24, ,6.2, ,2.3, ,356, ,21.4, 
2,FivePoints,San Joaquin Valley,6/5/2018,1400,156,0.79, ,0.00, ,944, ,0.9, ,30.1, ,22, ,5.9, ,2.7, ,354, ,21.5, 
2,FivePoints,San Joaquin Valley,6/5/2018,1500,156,0.70, ,0.00, ,839, ,0.9, ,30.8, ,21, ,5.6, ,2.6, ,356, ,21.7, 
2,FivePoints,San Joaquin Valley,6/5/2018,1600,156,0.60, ,0.00, ,675, ,0.9, ,31.3, ,20, ,5.6, ,3.4, ,359, ,21.9, 
2,FivePoints,San Joaquin Valley,6/5/2018,1700,156,0.49, ,0.00, ,496, ,0.9, ,30.9, ,20, ,5.3, ,3.6, ,360, ,22.0, 
2,FivePoints,San Joaquin Valley,6/5/2018,1800,156,0.34, ,0.00, ,276, ,0.9, ,29.9, ,21, ,5.2, ,3.7, ,0, ,22.1, 
2,FivePoints,San Joaquin Valley,6/5/2018,1900,156,0.14, ,0.00, ,94, ,0.9, ,27.6, ,24, ,5.1, ,3.0, ,0, ,22.2, 
2,FivePoints,San Joaquin Valley,6/5/2018,2000,156,0.08, ,0.00, ,3, ,0.8, ,24.7, ,26, ,3.9, ,2.6, ,0, ,22.2, 
2,FivePoints,San Joaquin Valley,6/5/2018,2100,156,0.06, ,0.00, ,0, ,0.8, ,21.6, ,30, ,3.4, ,2.2, ,0, ,22.2, 
2,FivePoints,San Joaquin Valley,6/5/2018,2200,156,0.04, ,0.00, ,0, ,0.7, ,19.3, ,30, ,1.2, ,1.6, ,0, ,22.1, 
2,FivePoints,San Joaquin Valley,6/5/2018,2300,156,0.04, ,0.00, ,0, ,0.7, ,18.2, ,35, ,2.6, ,1.9, ,0, ,22.1, 
2,FivePoints,San Joaquin Valley,6/5/2018,2400,156,0.05, ,0.00, ,0, ,0.7, ,17.8, ,37, ,2.8, ,2.3, ,0, ,22.0, 
2,FivePoints,San Joaquin Valley,6/6/2018,0100,157,0.03, ,0.00, ,0, ,0.9, ,16.4, ,47, ,5.1, ,2.2, ,0, ,21.8, 
2,FivePoints,San Joaquin Valley,6/6/2018,0200,157,0.01, ,0.00, ,0, ,0.8, ,14.5, ,50, ,4.1, ,1.4, ,0, ,21.7, 
2,FivePoints,San Joaquin Valley,6/6/2018,0300,157,0.00, ,0.00, ,0, ,0.8, ,12.9, ,57, ,4.6, ,1.4, ,0, ,21.6, 
2,FivePoints,San Joaquin Valley,6/6/2018,0400,157,0.00, ,0.00, ,0, ,0.9, ,12.3, ,59, ,4.6, ,1.5, ,0,R,21.5, 
2,FivePoints,San Joaquin Valley,6/6/2018,0500,157,0.00, ,0.00, ,6, ,0.9, ,12.0, ,62, ,5.0, ,1.2, ,0,R,21.3, 
2,FivePoints,San Joaquin Valley,6/6/2018,0600,157,0.04, ,0.00, ,109, ,0.9, ,12.7, ,64, ,6.2, ,1.6, ,0,R,21.2, 
2,FivePoints,San Joaquin Valley,6/6/2018,0700,157,0.19, ,0.00, ,299, ,1.1, ,15.6, ,61, ,8.2, ,2.5, ,0, ,21.1, 
2,FivePoints,San Joaquin Valley,6/6/2018,0800,157,0.33, ,0.00, ,511, ,1.1, ,17.9, ,53, ,8.3, ,2.5, ,0, ,21.0, 
2,FivePoints,San Joaquin Valley,6/6/2018,0900,157,0.47, ,0.00, ,660, ,1.1, ,20.5, ,47, ,8.6, ,2.4, ,360, ,20.9, 
2,FivePoints,San Joaquin Valley,6/6/2018,1000,157,0.61, ,0.00, ,847, ,1.1, ,22.6, ,39, ,8.1, ,2.4, ,357, ,20.9, 
2,FivePoints,San Joaquin Valley,6/6/2018,1100,157,0.68, ,0.00, ,923, ,1.1, ,24.4, ,34, ,7.7, ,2.0, ,358, ,20.9, 
2,FivePoints,San Joaquin Valley,6/6/2018,1200,157,0.75, ,0.10,R,1002, ,1.1, ,25.9, ,32, ,8.0, ,1.8, ,0, ,20.9, 
2,FivePoints,San Joaquin Valley,6/6/2018,1300,157,0.76, ,0.00, ,988, ,1.1, ,27.8, ,29, ,8.0, ,1.6, ,281, ,21.2, 
2,FivePoints,San Joaquin Valley,6/6/2018,1400,157,0.74, ,0.00, ,945, ,1.0, ,28.2, ,27, ,7.6, ,2.0, ,329, ,21.3, 
2,FivePoints,San Joaquin Valley,6/6/2018,1500,157,0.68, ,0.00, ,835, ,1.1, ,29.1, ,27, ,8.0, ,2.6, ,330, ,21.5, 
2,FivePoints,San Joaquin Valley,6/6/2018,1600,157,0.58, ,0.00, ,674, ,1.1, ,29.4, ,27, ,8.7, ,3.5, ,326, ,21.8, 
2,FivePoints,San Joaquin Valley,6/6/2018,1700,157,0.49, ,0.00, ,483, ,1.1, ,28.8, ,29, ,8.9, ,4.3, ,288, ,22.0, 
2,FivePoints,San Joaquin Valley,6/6/2018,1800,157,0.35, ,0.00, ,273, ,1.1, ,27.5, ,31, ,8.8, ,4.7, ,281, ,22.1, 
2,FivePoints,San Joaquin Valley,6/6/2018,1900,157,0.17, ,0.00, ,89, ,1.0, ,25.7, ,32, ,7.7, ,4.6, ,275, ,22.2, 
2,FivePoints,San Joaquin Valley,6/6/2018,2000,157,0.11, ,0.00, ,3, ,1.0, ,23.5, ,35, ,7.1, ,4.3, ,267, ,22.3, 
2,FivePoints,San Joaquin Valley,6/6/2018,2100,157,0.07, ,0.00, ,0, ,1.0, ,21.2, ,41, ,7.5, ,3.4, ,263, ,22.3, 
2,FivePoints,San Joaquin Valley,6/6/2018,2200,157,0.04, ,0.00, ,0, ,1.1, ,19.1, ,48, ,7.9, ,2.6, ,280, ,22.2, 
2,FivePoints,San Joaquin Valley,6/6/2018,2300,157,0.05, ,0.00, ,0, ,1.1, ,18.1, ,52, ,8.0, ,3.8, ,284, ,22.2, 
2,FivePoints,San Joaquin Valley,6/6/2018,2400,157,0.03, ,0.00, ,0, ,1.1, ,16.7, ,57, ,8.2, ,3.3, ,286, ,22.1, 
2,FivePoints,San Joaquin Valley,6/7/2018,0100,158,0.02, ,0.00, ,0, ,1.1, ,15.5, ,63, ,8.5, ,3.2, ,274, ,22.0, 
2,FivePoints,San Joaquin Valley,6/7/2018,0200,158,0.01, ,0.00, ,0, ,1.1, ,14.5, ,66, ,8.3, ,2.9, ,265, ,21.9, 
2,FivePoints,San Joaquin Valley,6/7/2018,0300,158,0.00, ,0.00, ,0, ,1.0, ,13.1, ,68, ,7.4, ,1.5, ,247, ,21.8, 
2,FivePoints,San Joaquin Valley,6/7/2018,0400,158,0.00, ,0.00, ,0, ,1.0, ,12.4, ,72, ,7.5, ,1.7, ,267, ,21.7, 
2,FivePoints,San Joaquin Valley,6/7/2018,0500,158,0.00, ,0.00, ,4, ,1.0, ,10.8, ,76, ,6.9, ,1.1, ,260, ,21.5, 
2,FivePoints,San Joaquin Valley,6/7/2018,0600,158,0.02, ,0.00, ,93, ,1.0, ,11.3, ,78, ,7.6, ,1.2, ,257, ,21.4, 
2,FivePoints,San Joaquin Valley,6/7/2018,0700,158,0.17, ,0.00, ,291, ,1.1, ,14.5, ,67, ,8.4, ,1.8, ,242, ,21.3, 
2,FivePoints,San Joaquin Valley,6/7/2018,0800,158,0.30, ,0.00, ,503, ,1.1, ,16.7, ,59, ,8.8, ,1.4, ,254, ,21.2, 
2,FivePoints,San Joaquin Valley,6/7/2018,0900,158,0.44, ,0.00, ,693, ,1.1, ,18.9, ,52, ,8.9, ,1.8, ,265, ,21.1, 
2,FivePoints,San Joaquin Valley,6/7/2018,1000,158,0.57, ,0.00, ,846, ,1.2, ,20.7, ,49, ,9.5, ,2.0, ,283, ,21.0, 
2,FivePoints,San Joaquin Valley,6/7/2018,1100,158,0.67, ,0.00, ,949, ,1.2, ,22.3, ,45, ,9.9, ,1.8, ,263, ,21.0, 
2,FivePoints,San Joaquin Valley,6/7/2018,1200,158,0.73, ,0.00, ,1000, ,1.3, ,24.0, ,42, ,10.3, ,1.9, ,248, ,21.1, 
2,FivePoints,San Joaquin Valley,6/7/2018,1300,158,0.76, ,0.00, ,997, ,1.2, ,25.8, ,38, ,10.2, ,2.2, ,233, ,21.2, 
2,FivePoints,San Joaquin Valley,6/7/2018,1400,158,0.74, ,0.00, ,943, ,1.2, ,27.2, ,34, ,9.8, ,2.5, ,267, ,21.4, 
2,FivePoints,San Joaquin Valley,6/7/2018,1500,158,0.68, ,0.00, ,839, ,1.2, ,28.5, ,32, ,10.0, ,2.8, ,270, ,21.6, 
2,FivePoints,San Joaquin Valley,6/7/2018,1600,158,0.58, ,0.00, ,686, ,1.2, ,29.1, ,30, ,9.7, ,3.3, ,270, ,21.8, 
2,FivePoints,San Joaquin Valley,6/7/2018,1700,158,0.48, ,0.00, ,493, ,1.2, ,29.0, ,31, ,10.0, ,4.1, ,274, ,22.0, 
2,FivePoints,San Joaquin Valley,6/7/2018,1800,158,0.33, ,0.00, ,279, ,1.2, ,28.1, ,32, ,9.7, ,4.1, ,289, ,22.1, 
