Lat,Lon,City,Type,Year,Month,Date,Count
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2017,6,2017-06-01,2
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2019,7,2019-07-01,6
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2016,7,2016-07-01,2
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2019,8,2019-08-01,3
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2009,7,2009-07-01,4
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2008,8,2008-08-01,1
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2014,6,2014-06-01,5
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2017,9,2017-09-01,2
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2019,9,2019-09-01,1
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2009,8,2009-08-01,2
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2009,9,2009-09-01,1
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2013,9,2013-09-01,2
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2017,8,2017-08-01,2
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2010,8,2010-08-01,1
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2015,6,2015-06-01,1
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2017,7,2017-07-01,3
36.3202057580729,-119.357199060588,VISALIA,WNVPools,2015,8,2015-08-01,3
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2020,7,2020-07-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2016,6,2016-06-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2016,11,2016-11-01,2
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2016,8,2016-08-01,2
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2016,7,2016-07-01,2
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2015,9,2015-09-01,4
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2019,8,2019-08-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2015,10,2015-10-01,4
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2015,8,2015-08-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2017,8,2017-08-01,3
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2016,9,2016-09-01,3
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2020,9,2020-09-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2020,8,2020-08-01,2
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2019,11,2019-11-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2019,10,2019-10-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2015,7,2015-07-01,2
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2017,10,2017-10-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2019,9,2019-09-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2016,10,2016-10-01,1
33.824936141422,-117.923010017942,ANAHEIM,WNVPools,2017,7,2017-07-01,1
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2019,8,2019-08-01,2
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2017,8,2017-08-01,2
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2016,8,2016-08-01,12
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2020,8,2020-08-01,4
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2016,7,2016-07-01,3
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2016,9,2016-09-01,1
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2018,8,2018-08-01,2
37.5349608807513,-120.78644003898,DENAIR,WNVPools,2020,6,2020-06-01,1
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2006,8,2006-08-01,4
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2005,8,2005-08-01,1
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2007,8,2007-08-01,2
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2004,10,2004-10-01,2
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2007,9,2007-09-01,1
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2006,7,2006-07-01,3
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2004,9,2004-09-01,2
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2004,8,2004-08-01,7
35.4422470268492,-119.40400857125,BUTTONWILLOW,WNVPools,2005,7,2005-07-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2019,7,2019-07-01,6
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2015,5,2015-05-01,5
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2016,7,2016-07-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2019,8,2019-08-01,4
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2016,8,2016-08-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2017,7,2017-07-01,3
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2014,7,2014-07-01,2
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2020,8,2020-08-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2011,7,2011-07-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2017,6,2017-06-01,4
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2015,7,2015-07-01,3
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2017,8,2017-08-01,4
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2019,6,2019-06-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2012,7,2012-07-01,1
36.3333410789861,-119.320247673532,VISALIA,WNVPools,2015,8,2015-08-01,1
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2004,5,2004-05-01,2
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2005,9,2005-09-01,1
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2010,7,2010-07-01,3
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2011,8,2011-08-01,4
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2004,8,2004-08-01,2
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2004,6,2004-06-01,13
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2008,8,2008-08-01,2
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2004,7,2004-07-01,5
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2005,8,2005-08-01,1
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2010,8,2010-08-01,5
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2006,9,2006-09-01,1
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2012,6,2012-06-01,1
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2008,7,2008-07-01,1
34.1063809956358,-117.449037557092,FONTANA,WNVPools,2012,9,2012-09-01,2
37.1060103169822,-120.325335182463,CHOWCHILLA,WNVPools,2017,8,2017-08-01,3
37.1060103169822,-120.325335182463,CHOWCHILLA,WNVPools,2016,8,2016-08-01,2
37.1060103169822,-120.325335182463,CHOWCHILLA,WNVPools,2019,9,2019-09-01,1
37.1060103169822,-120.325335182463,CHOWCHILLA,WNVPools,2016,7,2016-07-01,1
38.3439751292225,-121.297695067091,WILTON,WNVPools,2016,8,2016-08-01,2
38.3439751292225,-121.297695067091,WILTON,WNVPools,2011,8,2011-08-01,2
38.3439751292225,-121.297695067091,WILTON,WNVPools,2016,9,2016-09-01,1
38.3439751292225,-121.297695067091,WILTON,WNVPools,2013,7,2013-07-01,2
38.3439751292225,-121.297695067091,WILTON,WNVPools,2016,10,2016-10-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2006,7,2006-07-01,6
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2012,8,2012-08-01,8
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2013,7,2013-07-01,7
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2007,8,2007-08-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2014,7,2014-07-01,7
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2011,9,2011-09-01,2
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2017,7,2017-07-01,7
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2011,8,2011-08-01,5
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2010,8,2010-08-01,15
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2013,6,2013-06-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2016,7,2016-07-01,2
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2006,6,2006-06-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2014,9,2014-09-01,2
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2012,9,2012-09-01,5
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2010,9,2010-09-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2019,8,2019-08-01,6
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2013,9,2013-09-01,2
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2013,8,2013-08-01,3
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2017,8,2017-08-01,6
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2009,8,2009-08-01,6
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2016,8,2016-08-01,3
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2014,8,2014-08-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2019,9,2019-09-01,2
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2020,7,2020-07-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2016,6,2016-06-01,2
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2020,8,2020-08-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2007,9,2007-09-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2009,7,2009-07-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2011,7,2011-07-01,1
36.2248187521831,-119.727646562277,LEMOORE,WNVPools,2006,8,2006-08-01,1
38.4102337871525,-121.220856324243,WILTON,WNVPools,2011,8,2011-08-01,13
38.4102337871525,-121.220856324243,WILTON,WNVPools,2014,8,2014-08-01,2
38.4102337871525,-121.220856324243,WILTON,WNVPools,2012,7,2012-07-01,3
38.4102337871525,-121.220856324243,WILTON,WNVPools,2014,7,2014-07-01,1
38.4102337871525,-121.220856324243,WILTON,WNVPools,2011,7,2011-07-01,1
38.4102337871525,-121.220856324243,WILTON,WNVPools,2013,7,2013-07-01,1
38.4102337871525,-121.220856324243,WILTON,WNVPools,2014,9,2014-09-01,1
38.4102337871525,-121.220856324243,WILTON,WNVPools,2016,7,2016-07-01,1
36.5646867419745,-119.40425283139,DINUBA,WNVPools,2012,8,2012-08-01,21
36.5646867419745,-119.40425283139,DINUBA,WNVPools,2019,9,2019-09-01,1
36.5646867419745,-119.40425283139,DINUBA,WNVPools,2009,7,2009-07-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2009,9,2009-09-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2015,8,2015-08-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2008,8,2008-08-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2014,8,2014-08-01,3
33.55477367399,-116.091646105284,OASIS,WNVPools,2015,7,2015-07-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2017,8,2017-08-01,2
33.55477367399,-116.091646105284,OASIS,WNVPools,2007,7,2007-07-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2011,9,2011-09-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2019,6,2019-06-01,3
33.55477367399,-116.091646105284,OASIS,WNVPools,2013,8,2013-08-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2019,7,2019-07-01,3
33.55477367399,-116.091646105284,OASIS,WNVPools,2012,8,2012-08-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2008,3,2008-03-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2014,9,2014-09-01,2
33.55477367399,-116.091646105284,OASIS,WNVPools,2012,7,2012-07-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2007,8,2007-08-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2004,6,2004-06-01,1
33.55477367399,-116.091646105284,OASIS,WNVPools,2011,8,2011-08-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2007,6,2007-06-01,2
33.2844219575197,-115.578123324992,NILAND,WNVPools,2010,6,2010-06-01,7
33.2844219575197,-115.578123324992,NILAND,WNVPools,2006,6,2006-06-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2005,8,2005-08-01,4
33.2844219575197,-115.578123324992,NILAND,WNVPools,2008,8,2008-08-01,4
33.2844219575197,-115.578123324992,NILAND,WNVPools,2004,6,2004-06-01,7
33.2844219575197,-115.578123324992,NILAND,WNVPools,2003,8,2003-08-01,3
33.2844219575197,-115.578123324992,NILAND,WNVPools,2003,9,2003-09-01,5
33.2844219575197,-115.578123324992,NILAND,WNVPools,2011,8,2011-08-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2010,7,2010-07-01,3
33.2844219575197,-115.578123324992,NILAND,WNVPools,2012,9,2012-09-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2011,9,2011-09-01,2
33.2844219575197,-115.578123324992,NILAND,WNVPools,2006,8,2006-08-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2009,7,2009-07-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2006,10,2006-10-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2012,7,2012-07-01,2
33.2844219575197,-115.578123324992,NILAND,WNVPools,2008,7,2008-07-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2012,6,2012-06-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2007,8,2007-08-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2006,9,2006-09-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2005,9,2005-09-01,1
33.2844219575197,-115.578123324992,NILAND,WNVPools,2006,7,2006-07-01,1
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2005,8,2005-08-01,2
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2012,9,2012-09-01,1
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2005,7,2005-07-01,12
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2005,6,2005-06-01,1
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2019,6,2019-06-01,4
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2019,7,2019-07-01,4
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2019,8,2019-08-01,1
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2012,10,2012-10-01,1
33.7801899904524,-116.423306472274,RANCHO MIRAGE,WNVPools,2011,10,2011-10-01,1
32.9310361860366,-117.255122879741,SAN DIEGO,WNVPools,2008,9,2008-09-01,1
39.3296170185503,-121.836113025906,GRIDLEY,WNVPools,2012,8,2012-08-01,6
39.3296170185503,-121.836113025906,GRIDLEY,WNVPools,2019,8,2019-08-01,1
34.0297780978264,-117.54470360179,JURUPA VALLEY,WNVPools,2015,8,2015-08-01,2
34.0297780978264,-117.54470360179,JURUPA VALLEY,WNVPools,2015,7,2015-07-01,1
34.0297780978264,-117.54470360179,JURUPA VALLEY,WNVPools,2013,7,2013-07-01,2
34.0297780978264,-117.54470360179,JURUPA VALLEY,WNVPools,2013,8,2013-08-01,1
